NIVEL1;NIVEL2;NIVEL3;CATEGORIA;VALOR
TB;Porto Nobre;Vara 1;Banco Aurora;43
MR;Porto Nobre;Vara 5;Banco Aurora;44
VN;Porto Nobre;Vara 5;Banco Aurora;12
TB;Porto Nobre;Vara 6;Banco Vantis;5
SA;Porto Nobre;Vara 6;Crediluz;22
IL;Barra Limpa;Vara 2;Banco Aurora;22
MR;Serra Nova;Vara 1;Crediluz;75
TB;Porto Nobre;Vara 5;Banco Aurora;17
TB;Porto Nobre;Vara 4;Banco Aurora;10
LS;Porto Nobre;Vara 2;Crediluz;73
SA;Cruzeiro Novo;Vara 5;Banco Aurora;12
MR;Cruzeiro Novo;Vara 4;Banco Vantis;49
PN;Cruzeiro Novo;Vara 5;Banco Meridiano;35
SA;Monte Claro do Vale;Vara 2;Banco Aurora;8
VN;Porto Nobre;Vara 5;Banco Aurora;10
CV;Porto Nobre;Vara 4;Banco Meridiano;18
TB;Vila Aurora;Vara 5;Banco Vantis;8
SA;Porto Nobre;Vara 4;Banco Meridiano;14
SA;Porto Nobre;Vara 1;Banco Vantis;33
TB;Porto Nobre;Vara 1;Crediluz;33
SD;Vila Aurora;Vara 2;Banco Meridiano;10
LS;Porto Nobre;Vara 3;Banco Aurora;8
VN;Monte Claro do Vale;Vara 5;Banco Vantis;15
VN;Porto Nobre;Vara 6;Banco Cordilheira;9
TB;Porto Nobre;Vara 2;Banco Vantis;12
TB;Porto Nobre;Vara 6;Banco Aurora;29
IL;Porto Nobre;Vara 2;Crediluz;40
TB;Porto Nobre;Vara 3;Banco Vantis;9
VN;Porto Nobre;Vara 1;Banco Cordilheira;7
VN;Barra Limpa;Vara 4;Crediluz;25
PN;Porto Nobre;Vara 4;Banco Aurora;16
CV;Lagoa Azul;Vara 3;Banco Meridiano;35
CV;Porto Nobre;Vara 4;Banco Meridiano;338
TB;Lagoa Azul;Vara 3;Banco Meridiano;10
BC;Porto Nobre;Vara 5;Banco Meridiano;8
TB;Barra Limpa;Vara 3;Banco Vantis;10
LS;Porto Nobre;Vara 6;Crediluz;26
BC;Porto Nobre;Vara 2;Banco Meridiano;8
PN;Porto Nobre;Vara 1;Crediluz;27
SA;Porto Nobre;Vara 6;Norvel Crédito;12
CV;Porto Nobre;Vara 6;Banco Vantis;12
SA;Porto Nobre;Vara 5;Banco Aurora;14
IL;Porto Nobre;Vara 3;Banco Aurora;10
MR;Porto Nobre;Vara 1;Crediluz;343
VN;Porto Nobre;Vara 5;Banco Vantis;28
VN;Porto Nobre;Vara 3;Crediluz;20
TB;Vila Aurora;Vara 2;Banco Vantis;30
PN;Porto Nobre;Vara 1;Norvel Crédito;15
MR;Pedra Fria;Vara 2;Crediluz;118
BC;Monte Claro do Vale;Vara 4;Banco Vantis;8
CV;Porto Nobre;Vara 2;Banco Meridiano;15
VN;Alto Rubro;Vara 6;Banco Vantis;22
BC;Porto Nobre;Vara 1;Banco Aurora;10
LS;Porto Nobre;Vara 5;Banco Aurora;10
MR;Porto Nobre;Vara 6;Banco Meridiano;167
CV;Porto Nobre;Vara 6;Banco Aurora;16
PN;Porto Nobre;Vara 2;Banco Aurora;45
SA;Porto Nobre;Vara 3;Banco Aurora;33
CV;Santa Elis;Vara 1;Banco Solaris;13
PN;Porto Nobre;Vara 2;Banco Aurora;8
PN;Porto Nobre;Vara 2;Banco Aurora;44
SA;Lagoa Azul;Vara 3;Crediluz;20
PN;Barra Limpa;Vara 4;Crediluz;101
VN;Porto Nobre;Vara 1;Banco Aurora;13
BC;Porto Nobre;Vara 1;Banco Solaris;22
CV;Barra Limpa;Vara 2;Banco Aurora;12
PN;Santa Elis;Vara 1;Banco Meridiano;29
LS;Porto Nobre;Vara 5;Banco Aurora;6
VN;Lagoa Azul;Vara 4;Norvel Crédito;40
TB;Vila Aurora;Vara 4;Crediluz;95
VN;Porto Nobre;Vara 6;Norvel Crédito;11
MR;Porto Nobre;Vara 3;Banco Meridiano;33
SA;Porto Nobre;Vara 5;Banco Aurora;10
PN;Cruzeiro Novo;Vara 6;Banco Meridiano;18
SA;Lagoa Azul;Vara 4;Banco Meridiano;12
TB;Porto Nobre;Vara 5;Banco Solaris;33
TB;Porto Nobre;Vara 1;Norvel Crédito;39
TB;Vila Aurora;Vara 4;Banco Aurora;10
TB;Porto Nobre;Vara 2;Crediluz;25
SA;Pedra Fria;Vara 4;Banco Meridiano;14
SA;Vila Aurora;Vara 6;Crediluz;27
SA;Porto Nobre;Vara 2;Banco Aurora;11
CV;Monte Claro do Vale;Vara 1;Banco Aurora;15
PN;Barra Limpa;Vara 6;Banco Aurora;17
VN;Barra Limpa;Vara 3;Banco Meridiano;8
VN;Lagoa Azul;Vara 1;Banco Vantis;28
VN;Monte Claro do Vale;Vara 6;Banco Aurora;14
SA;Porto Nobre;Vara 4;Crediluz;22
CV;Barra Limpa;Vara 4;Banco Aurora;12
VN;Porto Nobre;Vara 2;Crediluz;90
CV;Alto Rubro;Vara 2;Banco Meridiano;14
SA;Porto Nobre;Vara 1;Banco Meridiano;38
SA;Porto Nobre;Vara 3;Crediluz;30
BC;Porto Nobre;Vara 1;Banco Aurora;87
MR;Porto Nobre;Vara 2;Crediluz;64
SA;Porto Nobre;Vara 4;Banco Vantis;13
SA;Porto Nobre;Vara 6;Banco Meridiano;16
VN;Monte Claro do Vale;Vara 1;Banco Aurora;8
SA;Serra Nova;Vara 6;Banco Aurora;8
PN;Porto Nobre;Vara 6;Banco Aurora;13
LS;Monte Claro do Vale;Vara 6;Banco Meridiano;32
TB;Vila Aurora;Vara 3;Banco Solaris;12
SA;Lagoa Azul;Vara 5;Banco Meridiano;17
VN;Serra Nova;Vara 5;Banco Meridiano;14
BC;Porto Nobre;Vara 3;Banco Aurora;13
SA;Porto Nobre;Vara 4;Banco Aurora;12
VN;Lagoa Azul;Vara 1;Banco Aurora;254
PN;Serra Nova;Vara 3;Crediluz;34
SA;Porto Nobre;Vara 6;Crediluz;18
PN;Barra Limpa;Vara 2;Banco Vantis;14
TB;Vila Aurora;Vara 6;Norvel Crédito;12
SD;Porto Nobre;Vara 4;Banco Solaris;7
LS;Porto Nobre;Vara 5;Banco Meridiano;7
TB;Barra Limpa;Vara 4;Banco Aurora;10
PN;Lagoa Azul;Vara 4;Banco Aurora;10
CV;Porto Nobre;Vara 1;Banco Meridiano;10
SA;Santa Elis;Vara 3;Banco Aurora;7
VN;Porto Nobre;Vara 6;Banco Aurora;11
MR;Porto Nobre;Vara 5;Banco Vantis;38
VN;Porto Nobre;Vara 6;Banco Aurora;15
CV;Porto Nobre;Vara 3;Banco Aurora;14
CV;Serra Nova;Vara 3;Crediluz;18
VN;Porto Nobre;Vara 4;Banco Aurora;12
CV;Porto Nobre;Vara 1;Banco Aurora;15
SA;Porto Nobre;Vara 2;Norvel Crédito;185
TB;Porto Nobre;Vara 4;Banco Vantis;6
CV;Porto Nobre;Vara 3;Banco Meridiano;17
TB;Porto Nobre;Vara 2;Norvel Crédito;15
CV;Barra Limpa;Vara 2;Banco Meridiano;14
SA;Alto Rubro;Vara 6;Banco Meridiano;32
SD;Porto Nobre;Vara 6;Banco Meridiano;17
TB;Porto Nobre;Vara 5;Banco Aurora;16
PN;Alto Rubro;Vara 3;Banco Aurora;15
LS;Santa Elis;Vara 4;Norvel Crédito;8
PN;Santa Elis;Vara 2;Crediluz;31
CV;Porto Nobre;Vara 2;Banco Cordilheira;32
MR;Lagoa Azul;Vara 5;Banco Aurora;36
SA;Porto Nobre;Vara 3;Banco Aurora;16
BC;Porto Nobre;Vara 3;Banco Aurora;6
VN;Porto Nobre;Vara 4;Banco Meridiano;15
SA;Porto Nobre;Vara 1;Banco Meridiano;13
CV;Porto Nobre;Vara 5;Banco Meridiano;21
LS;Santa Elis;Vara 3;Banco Aurora;29
BC;Porto Nobre;Vara 2;Banco Aurora;12
MR;Porto Nobre;Vara 1;Norvel Crédito;35
SA;Porto Nobre;Vara 5;Banco Cordilheira;44
SA;Porto Nobre;Vara 1;Banco Aurora;15
SA;Lagoa Azul;Vara 3;Banco Aurora;10
VN;Porto Nobre;Vara 4;Crediluz;28
VN;Porto Nobre;Vara 6;Banco Aurora;23
LS;Porto Nobre;Vara 4;Banco Vantis;10
TB;Porto Nobre;Vara 3;Banco Vantis;8
MR;Serra Nova;Vara 6;Banco Solaris;41
MR;Porto Nobre;Vara 5;Banco Aurora;68
LS;Porto Nobre;Vara 4;Banco Vantis;9
LS;Serra Nova;Vara 2;Banco Vantis;9
CV;Vila Aurora;Vara 2;Banco Aurora;13
LS;Porto Nobre;Vara 6;Banco Meridiano;10
LS;Santa Elis;Vara 5;Banco Aurora;9
PN;Porto Nobre;Vara 4;Banco Vantis;14
SD;Santa Elis;Vara 3;Banco Aurora;13
CV;Pedra Fria;Vara 3;Banco Vantis;10
LS;Porto Nobre;Vara 6;Banco Solaris;7
PN;Santa Elis;Vara 1;Banco Aurora;19
LS;Vila Aurora;Vara 3;Crediluz;29
LS;Porto Nobre;Vara 5;Banco Meridiano;41
SA;Lagoa Azul;Vara 5;Crediluz;32
VN;Alto Rubro;Vara 4;Banco Meridiano;12
CV;Alto Rubro;Vara 5;Banco Meridiano;19
TB;Porto Nobre;Vara 4;Banco Aurora;8
SA;Alto Rubro;Vara 1;Banco Vantis;25
SA;Alto Rubro;Vara 1;Banco Aurora;33
SA;Alto Rubro;Vara 2;Crediluz;102
SA;Monte Claro do Vale;Vara 5;Banco Aurora;8
BC;Santa Elis;Vara 2;Banco Aurora;8
SA;Porto Nobre;Vara 4;Banco Vantis;6
LS;Porto Nobre;Vara 2;Banco Vantis;9
SD;Porto Nobre;Vara 3;Banco Solaris;11
SA;Porto Nobre;Vara 3;Banco Vantis;8
LS;Alto Rubro;Vara 2;Banco Vantis;6
IL;Alto Rubro;Vara 3;Banco Aurora;56
VN;Cruzeiro Novo;Vara 2;Banco Vantis;25
VN;Porto Nobre;Vara 1;Banco Aurora;12
MR;Barra Limpa;Vara 6;Banco Aurora;67
SA;Monte Claro do Vale;Vara 2;Norvel Crédito;15
LS;Porto Nobre;Vara 1;Banco Aurora;25
CV;Porto Nobre;Vara 5;Norvel Crédito;17
CV;Porto Nobre;Vara 6;Banco Meridiano;8
SA;Porto Nobre;Vara 6;Banco Aurora;15
CV;Porto Nobre;Vara 6;Banco Solaris;27
SA;Vila Aurora;Vara 2;Banco Aurora;29
SA;Pedra Fria;Vara 6;Banco Vantis;8
LS;Porto Nobre;Vara 1;Norvel Crédito;6
PN;Porto Nobre;Vara 5;Banco Aurora;31
MR;Vila Aurora;Vara 4;Banco Cordilheira;63
TB;Porto Nobre;Vara 5;Crediluz;28
SA;Porto Nobre;Vara 1;Banco Vantis;8
BC;Porto Nobre;Vara 3;Banco Vantis;23
MR;Serra Nova;Vara 4;Banco Meridiano;74
VN;Porto Nobre;Vara 1;Banco Solaris;11
VN;Porto Nobre;Vara 2;Banco Aurora;8
VN;Porto Nobre;Vara 3;Banco Meridiano;11
CV;Porto Nobre;Vara 3;Banco Vantis;15
CV;Cruzeiro Novo;Vara 3;Crediluz;32
SA;Monte Claro do Vale;Vara 5;Banco Aurora;10
SA;Porto Nobre;Vara 5;Banco Aurora;13
IL;Porto Nobre;Vara 2;Banco Vantis;28
LS;Porto Nobre;Vara 6;Crediluz;30
CV;Vila Aurora;Vara 4;Banco Aurora;54
BC;Porto Nobre;Vara 3;Banco Meridiano;14
TB;Porto Nobre;Vara 1;Banco Vantis;8
VN;Porto Nobre;Vara 2;Banco Solaris;20
CV;Pedra Fria;Vara 6;Banco Vantis;25
LS;Porto Nobre;Vara 3;Crediluz;22
VN;Pedra Fria;Vara 3;Banco Aurora;11
SA;Porto Nobre;Vara 1;Crediluz;16
VN;Monte Claro do Vale;Vara 6;Banco Cordilheira;11
VN;Serra Nova;Vara 4;Banco Aurora;13
PN;Porto Nobre;Vara 4;Banco Aurora;7
VN;Porto Nobre;Vara 1;Banco Meridiano;17
SA;Porto Nobre;Vara 4;Banco Aurora;40
TB;Porto Nobre;Vara 4;Banco Aurora;36
LS;Porto Nobre;Vara 4;Banco Aurora;15
PN;Alto Rubro;Vara 5;Banco Aurora;8
TB;Vila Aurora;Vara 6;Banco Solaris;9
MR;Cruzeiro Novo;Vara 2;Banco Solaris;54
SD;Vila Aurora;Vara 2;Banco Aurora;7
PN;Porto Nobre;Vara 5;Banco Aurora;17
IL;Porto Nobre;Vara 6;Banco Aurora;19
VN;Porto Nobre;Vara 4;Banco Aurora;8
PN;Porto Nobre;Vara 2;Banco Aurora;8
IL;Porto Nobre;Vara 6;Banco Meridiano;16
IL;Porto Nobre;Vara 1;Banco Aurora;11
LS;Lagoa Azul;Vara 5;Banco Aurora;35
SA;Alto Rubro;Vara 4;Norvel Crédito;25
SA;Porto Nobre;Vara 2;Banco Meridiano;11
LS;Porto Nobre;Vara 5;Banco Meridiano;10
SA;Porto Nobre;Vara 4;Banco Meridiano;10
LS;Barra Limpa;Vara 6;Banco Aurora;13
BC;Barra Limpa;Vara 4;Banco Aurora;25
SA;Vila Aurora;Vara 5;Norvel Crédito;17
LS;Porto Nobre;Vara 6;Banco Aurora;9
SA;Porto Nobre;Vara 5;Banco Aurora;15
VN;Porto Nobre;Vara 2;Banco Meridiano;12
CV;Porto Nobre;Vara 3;Crediluz;31
CV;Porto Nobre;Vara 5;Crediluz;27
VN;Porto Nobre;Vara 6;Banco Aurora;9
VN;Porto Nobre;Vara 4;Banco Vantis;23
LS;Porto Nobre;Vara 3;Banco Aurora;7
MR;Serra Nova;Vara 6;Banco Solaris;121
CV;Porto Nobre;Vara 1;Banco Aurora;18
SA;Porto Nobre;Vara 4;Banco Meridiano;17
SA;Porto Nobre;Vara 1;Banco Meridiano;9
MR;Pedra Fria;Vara 4;Banco Meridiano;45
TB;Porto Nobre;Vara 3;Banco Meridiano;19
VN;Porto Nobre;Vara 5;Banco Aurora;34
VN;Porto Nobre;Vara 3;Banco Aurora;10
IL;Serra Nova;Vara 3;Banco Vantis;8
MR;Porto Nobre;Vara 4;Banco Aurora;30
CV;Porto Nobre;Vara 1;Banco Vantis;7
CV;Cruzeiro Novo;Vara 2;Banco Solaris;13
TB;Porto Nobre;Vara 1;Crediluz;25
PN;Santa Elis;Vara 2;Banco Meridiano;16
SA;Porto Nobre;Vara 3;Norvel Crédito;139
LS;Porto Nobre;Vara 6;Banco Aurora;6
MR;Vila Aurora;Vara 6;Banco Meridiano;41
VN;Vila Aurora;Vara 2;Banco Meridiano;10
LS;Porto Nobre;Vara 4;Norvel Crédito;9
CV;Porto Nobre;Vara 5;Banco Aurora;10
SD;Santa Elis;Vara 5;Banco Vantis;30
CV;Porto Nobre;Vara 4;Banco Aurora;11
VN;Serra Nova;Vara 5;Banco Aurora;7
PN;Porto Nobre;Vara 2;Banco Aurora;16
SA;Porto Nobre;Vara 6;Banco Solaris;27
BC;Monte Claro do Vale;Vara 1;Banco Aurora;13
VN;Porto Nobre;Vara 5;Banco Meridiano;16
LS;Monte Claro do Vale;Vara 5;Banco Meridiano;14
LS;Santa Elis;Vara 2;Banco Vantis;11
BC;Porto Nobre;Vara 6;Banco Vantis;27
LS;Barra Limpa;Vara 1;Norvel Crédito;14
SA;Alto Rubro;Vara 4;Banco Meridiano;155
IL;Porto Nobre;Vara 6;Banco Meridiano;21
VN;Santa Elis;Vara 3;Banco Aurora;12
BC;Barra Limpa;Vara 1;Banco Aurora;8
LS;Alto Rubro;Vara 6;Banco Vantis;6
VN;Porto Nobre;Vara 4;Banco Aurora;16
LS;Porto Nobre;Vara 1;Norvel Crédito;8
SA;Monte Claro do Vale;Vara 1;Banco Meridiano;8
VN;Porto Nobre;Vara 6;Banco Aurora;34
SA;Serra Nova;Vara 4;Banco Meridiano;9
PN;Serra Nova;Vara 5;Banco Aurora;15
VN;Porto Nobre;Vara 6;Banco Aurora;10
SA;Porto Nobre;Vara 4;Banco Meridiano;7
BC;Porto Nobre;Vara 3;Crediluz;60
SA;Santa Elis;Vara 4;Banco Meridiano;12
PN;Porto Nobre;Vara 4;Crediluz;22
MR;Cruzeiro Novo;Vara 3;Banco Aurora;70
SA;Porto Nobre;Vara 1;Banco Meridiano;10
MR;Porto Nobre;Vara 6;Banco Aurora;65
MR;Porto Nobre;Vara 4;Banco Aurora;56
MR;Porto Nobre;Vara 6;Banco Aurora;61
IL;Cruzeiro Novo;Vara 1;Banco Aurora;55
TB;Porto Nobre;Vara 4;Banco Meridiano;16
VN;Porto Nobre;Vara 1;Crediluz;15
PN;Porto Nobre;Vara 6;Banco Aurora;11
LS;Vila Aurora;Vara 5;Banco Solaris;8
SA;Porto Nobre;Vara 4;Banco Meridiano;26
LS;Porto Nobre;Vara 2;Banco Meridiano;10
SA;Santa Elis;Vara 1;Banco Aurora;12
BC;Porto Nobre;Vara 1;Crediluz;16
SA;Santa Elis;Vara 4;Banco Aurora;16
VN;Porto Nobre;Vara 6;Banco Meridiano;7
LS;Serra Nova;Vara 5;Banco Meridiano;38
CV;Santa Elis;Vara 6;Banco Vantis;27
SD;Porto Nobre;Vara 4;Banco Aurora;228
BC;Barra Limpa;Vara 2;Crediluz;22
SA;Porto Nobre;Vara 4;Banco Aurora;11
CV;Porto Nobre;Vara 6;Banco Solaris;10
VN;Pedra Fria;Vara 1;Banco Aurora;8
LS;Serra Nova;Vara 3;Banco Solaris;13
CV;Vila Aurora;Vara 1;Norvel Crédito;9
SA;Santa Elis;Vara 1;Crediluz;17
MR;Porto Nobre;Vara 3;Banco Meridiano;57
BC;Barra Limpa;Vara 5;Banco Meridiano;14
CV;Pedra Fria;Vara 5;Banco Aurora;8
PN;Porto Nobre;Vara 6;Crediluz;32
LS;Alto Rubro;Vara 4;Banco Aurora;14
VN;Porto Nobre;Vara 6;Banco Meridiano;253
CV;Porto Nobre;Vara 4;Crediluz;31
SA;Santa Elis;Vara 1;Banco Meridiano;13
VN;Santa Elis;Vara 6;Banco Aurora;34
SA;Porto Nobre;Vara 3;Banco Meridiano;40
VN;Porto Nobre;Vara 5;Crediluz;32
VN;Barra Limpa;Vara 3;Banco Meridiano;16
VN;Porto Nobre;Vara 3;Banco Aurora;9
SA;Porto Nobre;Vara 1;Banco Aurora;27
CV;Porto Nobre;Vara 2;Banco Aurora;131
SA;Barra Limpa;Vara 1;Banco Meridiano;48
MR;Porto Nobre;Vara 4;Banco Aurora;30
LS;Porto Nobre;Vara 5;Banco Cordilheira;8
MR;Cruzeiro Novo;Vara 5;Crediluz;59
VN;Alto Rubro;Vara 5;Banco Aurora;27
LS;Santa Elis;Vara 2;Banco Aurora;10
SA;Porto Nobre;Vara 2;Banco Aurora;7
SA;Santa Elis;Vara 4;Banco Meridiano;16
SA;Vila Aurora;Vara 6;Banco Vantis;7
PN;Pedra Fria;Vara 2;Banco Aurora;18
MR;Porto Nobre;Vara 5;Banco Aurora;36
VN;Pedra Fria;Vara 1;Banco Solaris;13
SA;Porto Nobre;Vara 5;Banco Aurora;8
BC;Cruzeiro Novo;Vara 4;Banco Aurora;5
SA;Lagoa Azul;Vara 1;Banco Aurora;14
PN;Porto Nobre;Vara 1;Banco Aurora;49
BC;Alto Rubro;Vara 1;Banco Aurora;5
SA;Porto Nobre;Vara 6;Banco Solaris;15
IL;Cruzeiro Novo;Vara 6;Banco Solaris;20
SA;Santa Elis;Vara 6;Banco Solaris;11
VN;Porto Nobre;Vara 5;Banco Aurora;11
TB;Porto Nobre;Vara 4;Banco Aurora;107
VN;Pedra Fria;Vara 6;Banco Meridiano;14
TB;Porto Nobre;Vara 5;Crediluz;23
SA;Porto Nobre;Vara 5;Banco Meridiano;18
CV;Cruzeiro Novo;Vara 5;Banco Meridiano;13
PN;Vila Aurora;Vara 2;Banco Vantis;9
VN;Porto Nobre;Vara 2;Norvel Crédito;48
MR;Santa Elis;Vara 4;Banco Meridiano;59
SA;Santa Elis;Vara 6;Banco Aurora;13
MR;Serra Nova;Vara 4;Banco Aurora;62
SA;Pedra Fria;Vara 2;Norvel Crédito;38
SD;Vila Aurora;Vara 4;Banco Aurora;15
BC;Porto Nobre;Vara 4;Banco Meridiano;10
PN;Barra Limpa;Vara 1;Banco Vantis;39
LS;Barra Limpa;Vara 1;Crediluz;13
PN;Porto Nobre;Vara 2;Banco Aurora;18
TB;Porto Nobre;Vara 4;Banco Vantis;13
CV;Porto Nobre;Vara 3;Banco Vantis;85
CV;Porto Nobre;Vara 6;Banco Aurora;44
MR;Lagoa Azul;Vara 1;Crediluz;341
PN;Porto Nobre;Vara 3;Banco Aurora;19
SA;Monte Claro do Vale;Vara 6;Banco Meridiano;29
SA;Serra Nova;Vara 1;Crediluz;36
CV;Porto Nobre;Vara 3;Crediluz;34
BC;Lagoa Azul;Vara 2;Banco Meridiano;25
IL;Monte Claro do Vale;Vara 6;Banco Aurora;21
BC;Porto Nobre;Vara 2;Banco Meridiano;5
PN;Porto Nobre;Vara 2;Banco Aurora;27
BC;Porto Nobre;Vara 5;Crediluz;16
SA;Porto Nobre;Vara 6;Banco Meridiano;18
MR;Cruzeiro Novo;Vara 1;Banco Meridiano;61
CV;Porto Nobre;Vara 2;Banco Vantis;14
LS;Porto Nobre;Vara 4;Banco Vantis;6
SA;Porto Nobre;Vara 1;Banco Aurora;8
TB;Porto Nobre;Vara 2;Banco Meridiano;16
CV;Porto Nobre;Vara 4;Banco Aurora;14
PN;Vila Aurora;Vara 1;Banco Solaris;8
TB;Porto Nobre;Vara 3;Banco Vantis;8
SA;Porto Nobre;Vara 2;Crediluz;37
VN;Porto Nobre;Vara 5;Banco Aurora;12
SD;Cruzeiro Novo;Vara 5;Banco Meridiano;8
LS;Cruzeiro Novo;Vara 5;Banco Meridiano;7
MR;Alto Rubro;Vara 3;Crediluz;80
VN;Porto Nobre;Vara 5;Banco Solaris;7
IL;Santa Elis;Vara 3;Banco Aurora;14
CV;Santa Elis;Vara 6;Norvel Crédito;37
VN;Porto Nobre;Vara 5;Banco Meridiano;7
TB;Porto Nobre;Vara 1;Banco Meridiano;10
SA;Porto Nobre;Vara 6;Banco Aurora;8
LS;Porto Nobre;Vara 6;Banco Meridiano;14
VN;Porto Nobre;Vara 4;Banco Aurora;15
SA;Porto Nobre;Vara 6;Banco Meridiano;9
CV;Porto Nobre;Vara 6;Banco Aurora;13
VN;Monte Claro do Vale;Vara 5;Banco Aurora;116
SA;Pedra Fria;Vara 6;Banco Meridiano;10
VN;Porto Nobre;Vara 4;Banco Solaris;11
SA;Porto Nobre;Vara 2;Banco Solaris;13
PN;Porto Nobre;Vara 6;Norvel Crédito;10
SA;Vila Aurora;Vara 3;Banco Solaris;13
LS;Alto Rubro;Vara 2;Banco Meridiano;12
IL;Lagoa Azul;Vara 6;Crediluz;33
VN;Porto Nobre;Vara 4;Banco Aurora;6
VN;Alto Rubro;Vara 2;Banco Vantis;31
LS;Serra Nova;Vara 4;Banco Aurora;8
CV;Serra Nova;Vara 3;Banco Meridiano;9
VN;Alto Rubro;Vara 1;Banco Aurora;11
PN;Porto Nobre;Vara 3;Banco Aurora;14
VN;Porto Nobre;Vara 6;Banco Aurora;10
PN;Alto Rubro;Vara 6;Banco Vantis;11
TB;Vila Aurora;Vara 5;Banco Aurora;14
SA;Porto Nobre;Vara 6;Norvel Crédito;18
BC;Lagoa Azul;Vara 3;Banco Meridiano;8
VN;Vila Aurora;Vara 2;Banco Aurora;11
IL;Porto Nobre;Vara 4;Banco Vantis;8
CV;Monte Claro do Vale;Vara 1;Banco Vantis;11
TB;Santa Elis;Vara 4;Banco Vantis;20
TB;Porto Nobre;Vara 6;Banco Vantis;12
CV;Porto Nobre;Vara 3;Banco Vantis;6
SA;Porto Nobre;Vara 2;Banco Aurora;14
LS;Porto Nobre;Vara 2;Banco Aurora;6
SA;Porto Nobre;Vara 6;Banco Vantis;35
CV;Cruzeiro Novo;Vara 2;Crediluz;100
VN;Porto Nobre;Vara 6;Banco Cordilheira;6
VN;Santa Elis;Vara 1;Crediluz;24
PN;Alto Rubro;Vara 3;Banco Aurora;88
CV;Lagoa Azul;Vara 2;Banco Meridiano;14
SA;Serra Nova;Vara 1;Crediluz;23
SA;Barra Limpa;Vara 4;Crediluz;19
VN;Porto Nobre;Vara 3;Banco Vantis;31
PN;Monte Claro do Vale;Vara 4;Norvel Crédito;16
VN;Porto Nobre;Vara 6;Banco Aurora;7
LS;Barra Limpa;Vara 4;Banco Meridiano;8
SD;Porto Nobre;Vara 4;Norvel Crédito;26
LS;Porto Nobre;Vara 5;Banco Aurora;69
VN;Porto Nobre;Vara 4;Crediluz;25
SA;Porto Nobre;Vara 4;Banco Aurora;12
VN;Porto Nobre;Vara 6;Banco Aurora;9
SA;Porto Nobre;Vara 6;Banco Vantis;7
SA;Monte Claro do Vale;Vara 2;Banco Vantis;5
SA;Vila Aurora;Vara 6;Banco Aurora;14
LS;Porto Nobre;Vara 2;Banco Meridiano;13
SD;Porto Nobre;Vara 3;Banco Solaris;9
MR;Porto Nobre;Vara 5;Banco Aurora;42
VN;Porto Nobre;Vara 5;Banco Aurora;24
CV;Porto Nobre;Vara 2;Banco Meridiano;12
SA;Porto Nobre;Vara 6;Banco Aurora;9
IL;Porto Nobre;Vara 4;Norvel Crédito;16
PN;Porto Nobre;Vara 3;Banco Meridiano;20
VN;Pedra Fria;Vara 1;Banco Meridiano;11
PN;Porto Nobre;Vara 2;Banco Aurora;10
SA;Porto Nobre;Vara 5;Banco Vantis;7
SA;Porto Nobre;Vara 1;Banco Meridiano;15
VN;Porto Nobre;Vara 5;Banco Vantis;51
LS;Porto Nobre;Vara 5;Banco Vantis;106
IL;Porto Nobre;Vara 5;Banco Aurora;192
CV;Porto Nobre;Vara 2;Banco Meridiano;15
TB;Cruzeiro Novo;Vara 3;Banco Meridiano;13
LS;Porto Nobre;Vara 4;Banco Meridiano;6
VN;Santa Elis;Vara 2;Banco Aurora;12
IL;Porto Nobre;Vara 6;Banco Aurora;43
PN;Porto Nobre;Vara 5;Banco Aurora;18
MR;Lagoa Azul;Vara 6;Banco Aurora;63
LS;Porto Nobre;Vara 2;Banco Aurora;12
SA;Porto Nobre;Vara 6;Banco Solaris;38
CV;Porto Nobre;Vara 2;Banco Solaris;8
CV;Alto Rubro;Vara 2;Crediluz;35
VN;Porto Nobre;Vara 3;Banco Vantis;30
LS;Serra Nova;Vara 2;Banco Vantis;6
CV;Vila Aurora;Vara 1;Banco Meridiano;18
PN;Porto Nobre;Vara 6;Banco Aurora;18
SA;Serra Nova;Vara 1;Banco Aurora;17
BC;Vila Aurora;Vara 5;Banco Meridiano;8
VN;Alto Rubro;Vara 4;Banco Vantis;23
SD;Porto Nobre;Vara 1;Banco Aurora;8
SA;Alto Rubro;Vara 4;Banco Vantis;33
MR;Serra Nova;Vara 2;Banco Aurora;64
MR;Porto Nobre;Vara 4;Banco Aurora;66
SA;Santa Elis;Vara 2;Banco Solaris;11
SA;Santa Elis;Vara 2;Banco Aurora;26
SA;Porto Nobre;Vara 2;Banco Vantis;6
CV;Porto Nobre;Vara 2;Crediluz;43
LS;Porto Nobre;Vara 1;Banco Solaris;7
CV;Porto Nobre;Vara 1;Banco Aurora;9
BC;Cruzeiro Novo;Vara 5;Banco Vantis;6
LS;Porto Nobre;Vara 1;Banco Vantis;10
PN;Lagoa Azul;Vara 3;Banco Aurora;11
MR;Porto Nobre;Vara 6;Banco Aurora;159
MR;Porto Nobre;Vara 5;Norvel Crédito;66
SA;Porto Nobre;Vara 2;Banco Meridiano;10
IL;Lagoa Azul;Vara 4;Banco Meridiano;23
VN;Vila Aurora;Vara 2;Banco Meridiano;13
SA;Barra Limpa;Vara 2;Banco Aurora;8
PN;Porto Nobre;Vara 1;Banco Meridiano;20
LS;Cruzeiro Novo;Vara 4;Banco Vantis;9
